school_name,student_id,grade,term_code,bellPeriod1_absences,bellPeriod2_absences,bellPeriod3_absences,bellPeriod4_absences,bellPeriod5_absences,bellPeriod6_absences,total_absences,bellPeriod1_markbook_mark,bellPeriod2_markbook_mark,bellPeriod3_markbook_mark,bellPeriod4_markbook_mark,bellPeriod5_markbook_mark,bellPeriod6_markbook_mark
West High School,X6BYN6D51,9,Semester 1 Final,8,7,15,12,12,10,64,D,C,F,A,B,F
West High School,6SU7U2ZC9,9,Semester 1 Final,10,8,6,7,5,8,44,C,C,C,C,C,C
West High School,2IG39KXT1,9,Semester 1 Final,4,14,2,9,3,9,41,A,B,A,A,C,A
West High School,G9EM7AQ91,9,Semester 1 Final,14,0,4,0,1,2,21,A,A,A,A,A,A
West High School,2F1U91IFO,9,Semester 1 Final,5,5,4,4,5,7,30,A,A,A,A,B,B
West High School,PVLV00D17,9,Semester 1 Final,3,2,2,2,3,2,14,A,A,A,A,B,A
West High School,3R982MVQM,9,Semester 1 Final,1,2,6,3,3,4,19,A,A,B,A,B,A
West High School,FF0Z5RS20,9,Semester 1 Final,16,15,13,16,20,30,110,D,D,B,C,D,B
West High School,21GG28VOQ,9,Semester 1 Final,3,18,1,2,2,7,33,D,B,C,D,A,B
West High School,YFRVB4641,9,Semester 1 Final,3,4,4,7,5,5,28,A,C,A,A,B,A
West High School,LHH7KQ078,9,Semester 1 Final,2,3,1,4,2,3,15,B,A,A,B,A,A
West High School,TZ46LH98N,9,Semester 1 Final,4,3,1,3,4,7,22,A,B,A,A,B,C
West High School,25P9ZDHT4,9,Semester 1 Final,1,2,2,3,1,1,10,A,A,A,A,A,B
West High School,N0F070PXX,9,Semester 1 Final,38,14,12,28,17,32,141,C,C,B,D,D,C
West High School,41GQ2WPA6,9,Semester 1 Final,20,13,8,25,15,16,97,C,C,B,A,C,C
West High School,ETE381VT9,9,Semester 1 Final,5,5,6,6,7,9,38,A,D,B,C,B,B
West High School,14U0ZF9EW,9,Semester 1 Final,4,5,4,4,5,7,29,C,C,C,A,A,D
West High School,0R8WNR3O4,9,Semester 1 Final,1,3,2,2,2,2,12,A,A,C,B,B,A
West High School,5O98FYLI7,9,Semester 1 Final,71,39,21,31,26,22,210,D,D,C,B,D,D
West High School,DM68UY95Q,9,Semester 1 Final,15,5,12,15,14,19,80,A,A,A,A,A,B
West High School,242MHHA9I,9,Semester 1 Final,68,26,16,27,21,27,185,B,C,C,C,F,D
West High School,L99D8LIW8,9,Semester 1 Final,10,15,6,5,8,17,61,A,F,B,D,F,C
West High School,W62DZMC80,9,Semester 1 Final,21,13,13,12,12,14,85,D,C,F,C,F,B
West High School,6N9XQ0KL5,9,Semester 1 Final,13,10,13,12,14,16,78,A,B,B,B,B,B
West High School,XG612ER3K,9,Semester 1 Final,12,9,9,6,12,10,58,A,B,C,A,A,F
West High School,O231LB0AB,9,Semester 1 Final,29,12,15,16,17,18,107,A,D,B,C,F,D
West High School,9Y3CNQ3H3,9,Semester 1 Final,15,10,4,3,2,3,37,D,A,C,A,A,A
West High School,U5BFV838Y,9,Semester 1 Final,6,8,8,8,11,10,51,A,B,B,A,A,B
West High School,L9KMAL224,9,Semester 1 Final,51,14,14,14,14,14,121,B,B,A,B,C,A
West High School,NSD22XD33,9,Semester 1 Final,1,0,1,2,0,7,11,B,B,B,B,B,B
West High School,ZU70ZR0H8,9,Semester 1 Final,3,2,5,3,5,4,22,A,B,A,A,A,A
West High School,XM0BZ4Z56,9,Semester 1 Final,8,6,5,6,7,6,38,D,C,C,D,D,B
West High School,ROC4O30O2,9,Semester 1 Final,54,10,7,7,14,18,110,F,C,A,C,B,B
West High School,9TC6KGG40,9,Semester 1 Final,10,3,1,2,4,1,21,B,C,B,B,A,C
West High School,L7605WFKT,9,Semester 1 Final,6,8,13,7,6,6,46,A,A,A,A,A,A
West High School,01D0L7KAU,9,Semester 1 Final,32,3,4,3,4,2,48,A,A,A,C,C,A
West High School,ELZ64E00J,9,Semester 1 Final,40,6,7,10,10,14,87,C,A,D,B,A,C
West High School,85FLOH0E6,9,Semester 1 Final,8,7,8,13,12,13,61,A,A,F,F,C,B
West High School,G93M7HAW9,9,Semester 1 Final,12,12,13,12,14,14,77,B,D,B,C,B,B
West High School,XX5D4X50J,9,Semester 1 Final,15,11,7,8,9,19,69,B,B,A,A,A,D
West High School,C44Y2BMV0,9,Semester 1 Final,36,23,22,27,21,23,152,B,C,C,B,B,D
West High School,59TQZX1O4,9,Semester 1 Final,43,18,5,36,11,6,119,C,F,B,F,F,F
West High School,MA6864GTV,9,Semester 1 Final,25,11,9,18,9,11,83,A,D,B,D,C,A
West High School,2GKJ9UC04,9,Semester 1 Final,40,11,11,11,10,12,95,A,C,F,A,A,B
West High School,17UT5WH9T,9,Semester 1 Final,4,3,4,4,4,3,22,B,B,C,A,A,B
West High School,OL2S63HE8,9,Semester 1 Final,39,7,8,11,12,12,89,F,C,C,D,F,C
West High School,8Q0M8AH6I,9,Semester 1 Final,42,13,11,12,15,13,106,D,F,C,A,D,D
West High School,E4DX3U6R6,9,Semester 1 Final,37,33,22,30,32,33,187,D,C,F,F,F,B
West High School,UT9155PRS,9,Semester 1 Final,20,8,9,9,9,14,69,B,B,C,A,C,C
West High School,3S4UED7V5,9,Semester 1 Final,2,4,1,3,5,7,22,C,B,A,B,B,A
West High School,852ZS1LJX,9,Semester 1 Final,2,4,6,9,11,10,42,A,B,B,A,B,A
West High School,6LT44WWB9,9,Semester 1 Final,7,2,5,12,9,13,48,C,B,F,F,D,F
West High School,X5HWE8Y35,9,Semester 1 Final,11,1,2,2,3,1,20,A,B,C,B,C,B
West High School,LU5QVZ721,9,Semester 1 Final,6,7,6,6,10,18,53,C,D,A,A,B,B
West High School,U42EH1QC6,9,Semester 1 Final,4,4,2,2,2,2,16,B,C,C,C,C,D
West High School,66Z8O8HPE,9,Semester 1 Final,6,2,3,2,2,2,17,C,C,F,D,C,B
West High School,8OB6L0B1U,9,Semester 1 Final,12,4,3,3,8,8,38,B,B,A,A,B,B
West High School,8QF5JHY86,9,Semester 1 Final,2,3,9,4,4,4,26,B,B,C,C,B,B
West High School,953BVWG3F,9,Semester 1 Final,17,4,10,22,12,14,79,A,D,B,D,A,A
West High School,GO5BP1N64,9,Semester 1 Final,29,12,14,12,16,15,98,A,C,C,A,A,A
West High School,0UY0K6A2F,9,Semester 1 Final,11,6,7,6,7,6,43,B,B,C,B,C,D
West High School,021YQTN7T,9,Semester 1 Final,25,11,7,18,12,13,86,B,C,F,B,B,D
West High School,S3Y2GQA89,9,Semester 1 Final,32,8,9,7,11,15,82,A,C,A,B,C,C
West High School,7E6JAF16O,9,Semester 1 Final,7,6,10,13,9,9,54,B,F,D,B,D,D
West High School,H9NJS7C82,9,Semester 1 Final,23,13,14,17,19,19,105,B,A,A,A,C,B
West High School,W1RZG588R,9,Semester 1 Final,3,8,5,8,8,6,38,B,B,B,C,A,A
West High School,OC9XCE203,9,Semester 1 Final,23,20,15,22,24,21,125,D,B,F,D,D,B
West High School,2ZLZ6W5X8,9,Semester 1 Final,7,10,10,10,11,11,59,D,A,A,A,A,A
West High School,5TC5X8KO6,9,Semester 1 Final,21,12,11,14,15,16,89,B,B,C,C,D,F
West High School,F9OL3Z6Y7,9,Semester 1 Final,2,1,3,4,2,4,16,A,B,A,D,A,D
West High School,0S4GID9G1,9,Semester 1 Final,9,5,5,9,9,12,49,C,D,C,C,A,C
West High School,ZLO37O60H,9,Semester 1 Final,11,10,11,10,9,9,60,A,C,A,A,A,D
West High School,ZBN49DS67,9,Semester 1 Final,8,5,2,3,3,6,27,C,C,A,B,F,C
West High School,0L94GO6ER,9,Semester 1 Final,8,9,9,8,8,9,51,A,C,C,C,B,B
West High School,S7T5N8IY0,9,Semester 1 Final,29,25,20,25,21,25,145,C,F,C,F,D,B
West High School,BE10K2Y1S,9,Semester 1 Final,37,8,4,27,13,29,118,D,C,C,B,B,D
West High School,1WEJ86G6Z,9,Semester 1 Final,2,2,6,9,10,14,43,A,A,A,B,B,A
West High School,IZ19FA28T,9,Semester 1 Final,25,11,8,15,9,11,79,C,D,B,C,A,C
West High School,1Y3OSF17W,9,Semester 1 Final,34,18,14,3,10,19,98,F,F,F,F,F,C
West High School,8D8O2YCX4,9,Semester 1 Final,1,2,2,3,3,2,13,A,A,A,A,A,A
West High School,35ASMQS97,9,Semester 1 Final,5,5,4,6,6,7,33,A,A,A,A,A,C
West High School,J90E4U4SU,9,Semester 1 Final,14,12,18,16,12,13,85,C,B,A,A,B,B
West High School,BMX7P168G,9,Semester 1 Final,54,22,15,13,11,14,129,F,A,C,A,A,A
West High School,SO4L0JK46,9,Semester 1 Final,7,1,0,1,0,3,12,D,D,A,A,C,A
West High School,22ROM10UC,9,Semester 1 Final,21,13,15,18,17,32,116,B,B,A,A,A,A
West High School,0KE9J4S1T,9,Semester 1 Final,5,5,4,10,5,4,33,,F,,,,
West High School,EA4COO436,9,Semester 1 Final,35,12,10,14,10,10,91,A,A,A,A,B,C
West High School,6AU961YBE,9,Semester 1 Final,28,11,44,15,12,13,123,A,C,C,F,F,F
West High School,USV0D503U,9,Semester 1 Final,8,19,20,19,6,26,98,D,B,B,F,B,D
West High School,264EOEPI8,9,Semester 1 Final,2,2,3,3,3,3,16,,,,,,
West High School,S8UO8ZP30,9,Semester 1 Final,6,0,10,1,3,7,27,C,A,A,A,A,A
West High School,I357MVE6N,9,Semester 1 Final,1,2,4,4,6,6,23,A,A,A,A,A,A
West High School,A8O37JHF5,9,Semester 1 Final,7,5,6,5,5,5,33,D,C,C,C,C,A
West High School,H2ILN39X0,9,Semester 1 Final,38,15,10,25,10,12,110,D,D,D,F,C,C
West High School,QKJKI8621,9,Semester 1 Final,17,6,8,11,17,9,68,A,A,B,A,D,C
West High School,7ZUPT5Y33,9,Semester 1 Final,29,16,14,9,14,10,92,D,A,A,A,C,A
West High School,6ZPJY005K,9,Semester 1 Final,1,0,0,0,1,0,2,A,B,A,B,B,B
West High School,T83OS4E9U,9,Semester 1 Final,40,12,10,9,8,10,89,D,B,D,A,B,A
West High School,JUM747G2M,9,Semester 1 Final,8,5,4,5,4,4,30,B,A,A,A,A,A
West High School,87GHC55SQ,9,Semester 1 Final,2,2,2,2,2,2,12,B,B,B,B,B,A
West High School,O2I4SV38S,9,Semester 1 Final,8,3,3,4,3,2,23,C,B,A,C,B,B
West High School,RKMA305B6,9,Semester 1 Final,4,4,5,6,7,9,35,C,B,A,A,A,A
West High School,6D07L1YQO,9,Semester 1 Final,4,3,5,9,10,12,43,A,B,B,A,B,B
West High School,14I4CDUM4,9,Semester 1 Final,3,7,5,7,3,7,32,A,A,A,A,A,A
West High School,FWXL25H29,9,Semester 1 Final,3,2,2,3,3,3,16,A,A,A,B,A,B
West High School,TB68QKO98,9,Semester 1 Final,3,2,2,2,3,2,14,A,C,A,B,C,A
West High School,P98OTR19Y,9,Semester 1 Final,65,19,27,20,31,22,184,F,C,F,F,F,F
West High School,5NV88GT8R,9,Semester 1 Final,29,10,9,15,9,12,84,,F,C,B,D,C
West High School,AFIY6706U,9,Semester 1 Final,8,7,7,5,8,9,44,F,A,B,C,B,B
West High School,3HWYH9Y47,9,Semester 1 Final,83,25,24,28,27,23,210,F,D,F,A,F,F
West High School,9KMG0G98I,9,Semester 1 Final,32,24,22,22,20,26,146,F,F,F,F,D,D
West High School,9W5TV7GR3,9,Semester 1 Final,32,28,40,25,23,46,194,D,C,D,F,B,C
West High School,0AL9BK14A,9,Semester 1 Final,42,21,22,9,8,13,115,C,D,D,F,D,D
West High School,VK57A52DE,9,Semester 1 Final,36,11,7,33,14,20,121,D,B,C,D,B,F
West High School,W4Z2K5WN1,9,Semester 1 Final,35,26,29,32,21,35,178,C,F,F,F,F,D
West High School,NQ4QY5I85,9,Semester 1 Final,15,13,14,16,17,18,93,C,A,C,B,B,C
West High School,43UARR4Z5,9,Semester 1 Final,0,0,1,1,1,1,4,C,B,A,F,B,B
West High School,GVS618DR1,9,Semester 1 Final,10,10,10,10,11,10,61,A,B,A,A,A,A
West High School,XUR40EZ95,9,Semester 1 Final,16,5,5,7,16,4,53,A,A,A,A,B,A
West High School,6N2XBVC09,9,Semester 1 Final,42,27,21,25,23,30,168,D,D,A,D,B,D
West High School,0K9ZNL40C,9,Semester 1 Final,14,13,14,12,15,15,83,C,D,C,D,B,D
West High School,0CCDY3A87,9,Semester 1 Final,6,3,4,4,4,5,26,A,A,A,A,A,A
West High School,UP54YV7S9,9,Semester 1 Final,14,9,4,12,12,16,67,F,F,C,D,C,C
West High School,UT012E5VH,9,Semester 1 Final,5,7,7,11,13,14,57,C,B,C,B,A,B
West High School,73TK1QU7B,9,Semester 1 Final,3,6,4,8,3,2,26,A,B,A,A,B,A
West High School,QF513MY3R,9,Semester 1 Final,14,8,10,11,11,10,64,B,A,A,B,C,B
West High School,8A38YMTG6,9,Semester 1 Final,15,10,10,13,12,18,78,A,A,A,A,A,A
West High School,83O5K5NKC,9,Semester 1 Final,27,7,19,33,21,21,128,D,C,A,D,C,D
West High School,6XP2E63VJ,9,Semester 1 Final,15,15,20,22,22,25,119,A,D,D,B,C,B
West High School,8UA3GV0Q9,9,Semester 1 Final,36,23,16,15,22,16,128,F,F,C,F,F,F
West High School,47KRKF26S,9,Semester 1 Final,17,15,15,12,11,10,80,B,D,C,A,B,B
West High School,M9K6WRL39,9,Semester 1 Final,12,9,9,8,8,7,53,B,A,A,A,A,A
West High School,Y7SMZ076E,9,Semester 1 Final,25,12,5,4,14,10,70,A,D,B,A,D,B
West High School,783ZCCP6E,9,Semester 1 Final,1,3,8,5,9,12,38,B,B,D,B,A,C
West High School,LJIV6772Y,9,Semester 1 Final,52,30,42,23,17,31,195,A,A,A,B,C,B
West High School,D8PM6VD17,9,Semester 1 Final,6,4,5,4,5,7,31,B,B,A,B,A,C
West High School,4QAORH208,9,Semester 1 Final,9,1,1,3,2,3,19,D,C,A,D,A,F
West High School,5WV9D1D5E,9,Semester 1 Final,4,3,4,2,3,3,19,A,B,B,A,B,B
West High School,K8H482QWT,9,Semester 1 Final,15,6,4,3,3,3,34,B,C,C,B,A,A
West High School,IZ2C73J2L,9,Semester 1 Final,3,4,4,5,5,6,27,B,B,A,A,B,A
West High School,08WUOLZ04,9,Semester 1 Final,10,9,11,13,15,14,72,A,A,A,A,A,A
West High School,UFA69V1P9,9,Semester 1 Final,2,5,17,12,13,13,62,A,B,C,A,C,A
West High School,J8IC437VJ,9,Semester 1 Final,1,1,6,5,4,9,26,B,B,A,B,D,C
West High School,6RP3F6TM4,9,Semester 1 Final,5,6,7,5,3,13,39,A,B,C,A,C,C
West High School,6M8LR23UJ,9,Semester 1 Final,7,7,2,9,6,6,37,A,A,A,A,A,B
West High School,USS19Z18T,9,Semester 1 Final,11,14,15,15,12,17,84,B,C,A,C,A,B
West High School,WC9M275ZC,9,Semester 1 Final,11,2,3,4,3,3,26,B,F,F,B,D,B
West High School,S111EG8XB,9,Semester 1 Final,54,28,32,27,25,34,200,D,D,D,C,D,B
West High School,F43E53DMY,9,Semester 1 Final,2,1,2,2,1,2,10,C,A,A,A,A,A
West High School,3MF0D2ZD1,9,Semester 1 Final,9,10,11,10,8,12,60,A,C,B,C,C,A
West High School,N2WS4UK45,9,Semester 1 Final,9,9,13,11,11,12,65,D,C,C,F,F,F
West High School,7IZN049EB,9,Semester 1 Final,36,16,9,20,12,6,99,B,B,B,F,F,B
West High School,Q633SJ1CG,9,Semester 1 Final,8,10,14,6,15,22,75,B,B,C,A,C,B
West High School,9YJ6N0UF0,9,Semester 1 Final,20,16,17,20,24,21,118,B,D,B,B,A,A
West High School,63YM8A5KY,9,Semester 1 Final,7,7,8,9,10,12,53,C,B,A,B,B,A
West High School,QH9IB4D09,9,Semester 1 Final,3,4,4,3,3,6,23,A,B,B,A,A,B
West High School,4D2C8TB4Z,9,Semester 1 Final,51,38,29,19,21,16,174,F,C,C,F,D,C
West High School,AX25BB9Z1,9,Semester 1 Final,3,1,5,4,2,3,18,A,A,A,A,A,A
West High School,M0HK33K5X,9,Semester 1 Final,16,7,20,10,5,5,63,D,C,C,B,C,D
West High School,ILA7M52N7,9,Semester 1 Final,15,8,10,10,12,13,68,A,B,A,B,B,B
West High School,77WTL5TF9,9,Semester 1 Final,4,4,5,4,4,5,26,C,B,A,C,B,C
West High School,U1S9V7EN6,9,Semester 1 Final,17,28,20,33,23,23,144,D,F,B,B,B,B
West High School,15E2GD1VY,9,Semester 1 Final,33,16,16,20,16,12,113,F,B,F,D,A,F
West High School,RC8GH46A0,9,Semester 1 Final,32,8,9,9,11,10,79,A,B,C,D,A,C
West High School,O6E43HY6M,9,Semester 1 Final,15,36,18,23,19,26,137,B,F,D,B,C,C
West High School,8QT09B8VP,9,Semester 1 Final,20,21,13,13,13,32,112,C,B,C,A,C,C
West High School,PT13FI4X6,9,Semester 1 Final,33,41,16,39,24,33,186,D,F,D,D,D,D
West High School,35S47EWTU,9,Semester 1 Final,5,5,7,10,9,13,49,A,A,A,A,C,B
West High School,HKD51I7Z8,9,Semester 1 Final,11,9,9,8,7,7,51,D,B,A,A,C,B
West High School,GW043U5RD,9,Semester 1 Final,14,16,5,7,10,7,59,A,C,A,C,C,B
West High School,4Z0B9HC0C,9,Semester 1 Final,8,9,11,8,7,8,51,A,D,A,A,B,A
West High School,DV78J2FS2,9,Semester 1 Final,2,10,3,2,3,7,27,C,C,B,B,C,A
West High School,A578J3SKF,9,Semester 1 Final,31,8,12,9,13,10,83,D,C,C,C,B,C
West High School,A417HD5XH,9,Semester 1 Final,10,6,7,4,4,5,36,B,B,A,B,A,D
West High School,64G3N8QIA,9,Semester 1 Final,7,13,8,9,9,10,56,D,F,C,C,D,C
West High School,KBJC9748W,9,Semester 1 Final,4,5,3,3,2,3,20,A,A,A,B,B,A
West High School,8XEC452AI,9,Semester 1 Final,3,5,4,4,11,11,38,B,A,A,A,A,A
West High School,8FRR76AX3,9,Semester 1 Final,16,8,11,11,15,8,69,A,A,A,A,A,B
West High School,84UCL26JN,9,Semester 1 Final,6,5,5,7,7,7,37,B,A,B,A,A,B
West High School,5P67JI8PG,9,Semester 1 Final,8,10,13,12,12,19,74,C,C,B,A,B,B
West High School,M71Q0FBY9,9,Semester 1 Final,13,12,15,21,18,17,96,C,B,B,A,A,C
West High School,31X37COGT,9,Semester 1 Final,7,3,2,10,5,7,34,A,B,A,A,A,A
West High School,6315YDILP,9,Semester 1 Final,7,7,6,6,5,5,36,A,A,A,B,A,A
West High School,M9F55NTE3,9,Semester 1 Final,26,12,11,7,13,8,77,B,D,B,A,B,B
West High School,M9GM6L90L,9,Semester 1 Final,7,9,12,10,11,12,61,A,A,A,B,B,A
West High School,XOBU8822Y,9,Semester 1 Final,11,10,13,11,13,14,72,B,D,C,B,D,C
West High School,OF6I577RV,9,Semester 1 Final,13,10,11,12,10,14,70,C,D,C,D,B,C
West High School,8L1V48QCT,9,Semester 1 Final,13,16,15,16,16,18,94,C,A,A,C,B,B
West High School,G49OQP5B5,9,Semester 1 Final,19,14,8,13,13,9,76,C,C,D,F,F,D
West High School,LY538A2BC,9,Semester 1 Final,9,7,7,7,8,7,45,B,B,A,A,B,A
West High School,W0EID24L2,9,Semester 1 Final,7,7,6,6,6,6,38,A,B,A,A,A,A
West High School,VJO4Q9L97,9,Semester 1 Final,53,24,24,23,20,29,173,F,D,D,F,D,D
West High School,K3R6K79LP,9,Semester 1 Final,16,2,13,13,7,10,61,C,B,D,B,A,A
West High School,2HTT9K4M3,9,Semester 1 Final,35,12,15,15,11,30,118,C,B,D,C,A,B
West High School,KR3T8Y38I,9,Semester 1 Final,38,27,16,19,21,17,138,C,C,D,C,D,C
West High School,ME36CH2P0,9,Semester 1 Final,5,5,4,3,5,6,28,A,A,B,A,C,B
West High School,V83OP79PF,9,Semester 1 Final,10,5,5,6,6,6,38,B,C,A,B,B,B
West High School,1WKC7X12A,9,Semester 1 Final,6,3,3,6,9,5,32,C,C,B,C,C,B
West High School,WTX90UB75,9,Semester 1 Final,4,5,4,4,7,4,28,A,A,A,A,A,A
West High School,G1GF2T2E7,9,Semester 1 Final,18,18,12,12,16,15,91,D,F,D,C,C,C
West High School,8ZOI4J9P1,9,Semester 1 Final,19,12,10,11,14,12,78,B,C,D,B,C,B
West High School,S6DHB415Y,9,Semester 1 Final,7,5,5,6,6,7,36,A,D,D,C,D,C
West High School,K7Y89UVW5,9,Semester 1 Final,4,6,9,20,4,18,61,A,B,A,D,A,A
West High School,NV5IP5E39,9,Semester 1 Final,4,4,3,7,1,3,22,B,C,C,C,A,B
West High School,RQH2K2L42,9,Semester 1 Final,12,7,9,6,11,15,60,B,C,A,B,C,D
West High School,GZ8Y7X4W5,9,Semester 1 Final,24,12,16,13,11,12,88,C,D,C,C,D,A
West High School,Y7IX3A95J,9,Semester 1 Final,9,5,1,4,3,11,33,B,C,B,A,C,A
West High School,H39L6SSI0,9,Semester 1 Final,20,17,15,15,19,18,104,B,A,B,A,B,A
West High School,5UDOD751P,9,Semester 1 Final,2,2,2,2,4,2,14,A,A,A,A,B,A
West High School,FC15LL8S3,9,Semester 1 Final,15,20,13,14,14,14,90,D,F,B,F,C,D
West High School,95EWR32SU,9,Semester 1 Final,7,5,4,3,3,2,24,A,B,A,A,B,A
West High School,01ORH7FY4,9,Semester 1 Final,1,3,1,1,1,1,8,B,B,B,B,B,F
West High School,N5E4P6Y5M,9,Semester 1 Final,33,5,2,0,1,2,43,D,C,D,A,D,C
West High School,W7T1HY41L,9,Semester 1 Final,11,2,2,3,3,5,26,A,A,C,C,C,A
West High School,2M003SOOM,9,Semester 1 Final,71,16,9,18,9,9,132,F,C,C,D,C,F
West High School,BNM5NX641,9,Semester 1 Final,41,15,16,19,15,18,124,B,F,C,D,B,B
West High School,UA3IMR496,9,Semester 1 Final,2,3,2,2,2,4,15,A,F,D,B,D,C
West High School,JRF46X7U7,9,Semester 1 Final,19,13,13,15,13,13,86,B,B,A,B,B,D
West High School,D58HIG55Y,9,Semester 1 Final,1,1,1,3,7,8,21,C,B,A,A,B,D
West High School,K55BVB07T,9,Semester 1 Final,11,8,8,7,8,8,50,B,C,B,F,C,A
West High School,DY2Q7H49H,9,Semester 1 Final,4,6,6,3,6,6,31,A,A,A,A,A,A
West High School,08V01JFGF,9,Semester 1 Final,40,15,10,14,14,10,103,C,B,A,A,D,B
West High School,S8ARE361W,9,Semester 1 Final,64,30,17,16,14,13,154,F,F,D,B,D,C
West High School,BK6QX415A,9,Semester 1 Final,3,3,3,5,4,6,24,A,C,A,F,D,D
West High School,MO79F5CB0,9,Semester 1 Final,5,7,4,5,5,5,31,A,A,A,A,A,A
West High School,0GWZ3IO56,9,Semester 1 Final,31,22,7,22,11,13,106,C,B,B,F,C,B
West High School,M692KFX7J,9,Semester 1 Final,3,1,4,4,4,6,22,A,B,B,B,C,B
West High School,38FWNW1X4,9,Semester 1 Final,21,2,3,3,3,3,35,A,A,A,A,C,C
West High School,SXX1O217A,9,Semester 1 Final,2,2,2,3,3,4,16,A,A,B,B,A,A
West High School,ATNQB7952,9,Semester 1 Final,11,11,6,7,11,8,54,C,B,C,B,B,A
West High School,8OYOM33D6,9,Semester 1 Final,3,3,3,2,2,1,14,C,D,A,A,C,A
West High School,15Q5WG2GK,9,Semester 1 Final,20,12,5,13,10,11,71,B,A,A,C,C,B
West High School,G90UI71RG,9,Semester 1 Final,1,6,1,3,2,2,15,A,F,,F,F,
West High School,FH26TZO16,9,Semester 1 Final,5,3,2,1,3,4,18,A,B,B,A,B,A
West High School,UHHA0771E,9,Semester 1 Final,5,3,4,3,4,4,23,A,B,C,A,B,A
West High School,XX4N153RI,9,Semester 1 Final,3,3,5,3,5,8,27,B,C,C,B,B,A
West High School,1XM5PQ84R,9,Semester 1 Final,54,35,35,46,37,41,248,D,F,B,D,C,F
West High School,5S7FQ78KD,9,Semester 1 Final,71,34,19,32,28,32,216,F,F,A,D,D,D
West High School,99Y0WGG4Z,9,Semester 1 Final,1,2,1,2,1,1,8,A,B,A,A,A,B
West High School,2KING765O,9,Semester 1 Final,6,5,3,3,3,4,24,B,A,D,B,A,C
West High School,2MR6CLE15,9,Semester 1 Final,3,3,2,2,5,4,19,B,C,A,B,C,C
West High School,I0TM186JB,9,Semester 1 Final,1,3,1,1,1,2,9,A,B,C,B,A,A
West High School,9GLZG9L68,9,Semester 1 Final,6,3,3,2,2,2,18,D,B,A,A,A,B
West High School,2B9Q5TTZ7,9,Semester 1 Final,33,2,5,3,3,2,48,A,A,A,A,A,A
West High School,NM8086DOT,9,Semester 1 Final,30,29,30,29,28,32,178,B,B,C,B,A,B
West High School,TT6P07E1H,9,Semester 1 Final,13,9,12,13,10,11,68,A,A,A,A,B,B
West High School,12NYJ6F7X,9,Semester 1 Final,47,19,24,39,17,27,173,C,B,C,D,B,C
West High School,K00UXB1V7,9,Semester 1 Final,13,10,5,8,4,6,46,C,C,A,C,C,C
West High School,GX094ROS7,9,Semester 1 Final,8,9,5,12,8,16,58,B,A,A,C,A,C
West High School,93WD8CFL6,9,Semester 1 Final,46,19,19,16,22,37,159,D,A,C,B,A,C
West High School,I9S0S7GS8,9,Semester 1 Final,25,15,11,14,21,19,105,C,B,D,C,C,D
West High School,44IN9W9VN,9,Semester 1 Final,3,2,2,2,2,5,16,A,A,A,A,A,A
West High School,W22AO7KZ1,9,Semester 1 Final,41,10,7,15,15,12,100,A,C,A,C,B,B
West High School,QX12U11ZQ,9,Semester 1 Final,27,13,12,8,7,13,80,C,B,A,B,F,B
West High School,CK455JQE6,9,Semester 1 Final,15,14,14,15,14,17,89,B,A,A,C,A,C
West High School,NW71X1TV6,9,Semester 1 Final,18,7,8,14,14,10,71,D,C,A,C,F,C
West High School,80PRKA7G3,9,Semester 1 Final,32,35,36,38,43,44,228,D,C,C,B,C,F
West High School,690DRGYD2,9,Semester 1 Final,31,14,10,19,7,17,98,B,B,D,A,C,C
West High School,9IJZ8U91M,9,Semester 1 Final,9,3,0,5,7,9,33,B,C,A,C,A,C
West High School,8B30VE5RU,9,Semester 1 Final,13,5,4,14,9,10,55,A,D,A,D,C,C
West High School,4R75YZ8OJ,9,Semester 1 Final,42,15,10,17,15,23,122,A,C,A,C,C,B
West High School,D4G8P76YU,9,Semester 1 Final,14,8,8,24,10,15,79,C,D,B,D,D,D
West High School,42DPMR31S,9,Semester 1 Final,13,15,14,14,15,21,92,D,B,B,D,C,B
West High School,SBVC22I71,9,Semester 1 Final,27,9,8,10,26,8,88,C,A,A,B,C,C
West High School,YX1W69AG1,9,Semester 1 Final,58,8,10,12,9,14,111,F,C,B,C,B,C
West High School,OH7MS3U54,9,Semester 1 Final,6,5,10,7,8,7,43,C,C,D,C,B,C
West High School,XDB6Y1X42,9,Semester 1 Final,15,14,6,8,14,11,68,A,C,C,B,A,A
West High School,DT3G35AA0,9,Semester 1 Final,28,3,8,13,14,16,82,F,C,F,D,F,F
West High School,ZC47WEQ45,9,Semester 1 Final,14,10,11,15,13,12,75,A,B,A,B,B,B
West High School,8WLA66J0N,9,Semester 1 Final,3,4,5,5,3,3,23,B,B,A,A,C,C
West High School,CRT1Z121W,9,Semester 1 Final,40,9,12,17,14,12,104,C,F,A,D,C,C
West High School,1V264BEAS,9,Semester 1 Final,29,7,9,8,7,8,68,C,A,D,B,C,A
West High School,HX893KM2C,9,Semester 1 Final,5,3,5,4,5,7,29,A,B,B,A,B,B
West High School,9MVXD171B,9,Semester 1 Final,9,9,11,11,9,11,60,B,A,A,A,A,A
West High School,4WT7N8PW0,9,Semester 1 Final,64,15,15,30,18,25,167,F,D,F,F,C,F
West High School,LC75VA22C,9,Semester 1 Final,0,3,1,2,1,2,9,B,C,D,B,D,A
